Category,Order Date,Segment,Sales Target
Furniture,7/16/2020,Corporate,2090
Furniture,7/16/2020,Home Office,151
Office Supplies,7/16/2020,Corporate,89
Office Supplies,7/16/2020,Home Office,147
Technology,7/16/2020,Corporate,510
Furniture,7/17/2020,Consumer,199
Furniture,7/17/2020,Corporate,232
Office Supplies,7/17/2020,Corporate,22
Furniture,7/18/2020,Consumer,7
Office Supplies,7/18/2020,Consumer,4
Office Supplies,7/18/2020,Corporate,6
Technology,7/18/2020,Consumer,571
Office Supplies,7/19/2020,Consumer,2
Furniture,7/20/2020,Consumer,1130
Office Supplies,7/20/2020,Consumer,390
Technology,7/20/2020,Consumer,1073
Furniture,7/23/2020,Home Office,115
Office Supplies,7/23/2020,Consumer,11
Office Supplies,7/23/2020,Home Office,63
Furniture,7/24/2020,Home Office,19
Office Supplies,7/24/2020,Home Office,232
Technology,7/24/2020,Home Office,305
Furniture,7/25/2020,Consumer,1355
Furniture,7/25/2020,Corporate,369
Office Supplies,7/25/2020,Consumer,19
Office Supplies,7/25/2020,Corporate,106
Office Supplies,7/25/2020,Home Office,26
Technology,7/25/2020,Consumer,649
Furniture,7/26/2020,Consumer,354
Furniture,7/26/2020,Corporate,290
Office Supplies,7/26/2020,Consumer,166
Office Supplies,7/26/2020,Corporate,122
Technology,7/27/2020,Consumer,30
Furniture,7/30/2020,Consumer,5
Furniture,7/30/2020,Home Office,164
Office Supplies,7/30/2020,Consumer,11
Office Supplies,7/30/2020,Corporate,53
Technology,7/30/2020,Consumer,178
Furniture,7/31/2020,Consumer,1091
Office Supplies,7/31/2020,Consumer,18
Office Supplies,7/31/2020,Corporate,57
Technology,7/31/2020,Consumer,2171
Technology,7/31/2020,Corporate,223
Furniture,8/1/2020,Home Office,1035
Office Supplies,8/1/2020,Home Office,7
Furniture,8/2/2020,Consumer,283
Furniture,8/2/2020,Home Office,95
Office Supplies,8/2/2020,Consumer,6
Office Supplies,8/2/2020,Home Office,8
Technology,8/2/2020,Consumer,547
Technology,8/2/2020,Home Office,322
Furniture,8/5/2020,Corporate,13
Office Supplies,8/5/2020,Corporate,58
Furniture,8/6/2020,Corporate,373
Office Supplies,8/6/2020,Corporate,132
Furniture,8/7/2020,Consumer,228
Office Supplies,8/7/2020,Consumer,122
Office Supplies,8/7/2020,Corporate,92
Office Supplies,8/7/2020,Home Office,20
Technology,8/7/2020,Corporate,455
Furniture,8/8/2020,Consumer,133
Office Supplies,8/8/2020,Consumer,591
Technology,8/8/2020,Consumer,85
Furniture,8/9/2020,Consumer,375
Furniture,8/9/2020,Corporate,626
Furniture,8/9/2020,Home Office,632
Office Supplies,8/9/2020,Consumer,1216
Office Supplies,8/9/2020,Corporate,187
Technology,8/9/2020,Consumer,1336
Office Supplies,8/10/2020,Consumer,186
Office Supplies,8/10/2020,Home Office,79
Technology,8/10/2020,Consumer,497
Furniture,8/11/2020,Consumer,45
Office Supplies,8/11/2020,Home Office,11
Technology,8/11/2020,Home Office,149
Furniture,8/13/2020,Consumer,29
Office Supplies,8/13/2020,Consumer,396
Office Supplies,8/13/2020,Corporate,115
Furniture,8/15/2020,Consumer,115
Office Supplies,8/15/2020,Consumer,67
Office Supplies,8/15/2020,Corporate,307
Furniture,8/16/2020,Consumer,289
Furniture,8/16/2020,Corporate,252
Office Supplies,8/16/2020,Consumer,321
Office Supplies,8/16/2020,Corporate,27
Technology,8/16/2020,Consumer,1955
Technology,8/16/2020,Corporate,512
Office Supplies,8/17/2020,Consumer,47
Office Supplies,8/17/2020,Corporate,48
Technology,8/17/2020,Consumer,286
Furniture,8/21/2020,Corporate,1320
Furniture,8/21/2020,Home Office,522
Office Supplies,8/21/2020,Corporate,131
Office Supplies,8/21/2020,Home Office,940
Technology,8/21/2020,Home Office,22
Office Supplies,8/22/2020,Corporate,45
Office Supplies,8/22/2020,Home Office,16
Office Supplies,8/23/2020,Consumer,1017
Technology,8/23/2020,Consumer,254
Furniture,8/24/2020,Consumer,906
Furniture,8/24/2020,Corporate,287
Office Supplies,8/24/2020,Consumer,1893
Technology,8/24/2020,Consumer,3511
Technology,8/24/2020,Corporate,24
Furniture,8/25/2020,Consumer,28
Furniture,8/25/2020,Home Office,38
Office Supplies,8/25/2020,Consumer,4
Office Supplies,8/25/2020,Home Office,113
Office Supplies,8/27/2020,Consumer,578
Office Supplies,8/27/2020,Home Office,5
Furniture,8/28/2020,Consumer,302
Furniture,8/28/2020,Corporate,88
Office Supplies,8/28/2020,Consumer,1629
Office Supplies,8/28/2020,Corporate,484
Technology,8/28/2020,Consumer,39
Technology,8/28/2020,Corporate,3939
Technology,8/29/2020,Home Office,266
Furniture,8/31/2020,Corporate,1537
Office Supplies,8/31/2020,Consumer,62
Office Supplies,8/31/2020,Corporate,126
Office Supplies,8/31/2020,Home Office,23
Technology,8/31/2020,Corporate,293
Technology,8/31/2020,Home Office,556
Furniture,9/1/2020,Home Office,168
Office Supplies,9/1/2020,Consumer,18
Office Supplies,9/1/2020,Home Office,1324
Technology,9/1/2020,Consumer,835
Furniture,9/3/2020,Corporate,210
Furniture,9/3/2020,Home Office,131
Office Supplies,9/3/2020,Consumer,793
Office Supplies,9/3/2020,Corporate,539
Office Supplies,9/3/2020,Home Office,6
Technology,9/3/2020,Corporate,248
Office Supplies,9/4/2020,Consumer,306
Office Supplies,9/4/2020,Corporate,18
Technology,9/4/2020,Consumer,608
Technology,9/4/2020,Corporate,117
Furniture,9/5/2020,Consumer,747
Furniture,9/5/2020,Corporate,6
Furniture,9/5/2020,Home Office,65
Office Supplies,9/5/2020,Consumer,27
Office Supplies,9/5/2020,Corporate,32
Office Supplies,9/5/2020,Home Office,94
Furniture,9/6/2020,Consumer,81
Furniture,9/6/2020,Home Office,459
Office Supplies,9/6/2020,Corporate,58
Office Supplies,9/6/2020,Home Office,10
Technology,9/6/2020,Corporate,396
Furniture,9/7/2020,Consumer,74
Furniture,9/7/2020,Corporate,500
Office Supplies,9/7/2020,Consumer,652
Office Supplies,9/7/2020,Corporate,244
Technology,9/7/2020,Corporate,873
Technology,9/7/2020,Home Office,554
Furniture,9/8/2020,Corporate,19
Office Supplies,9/8/2020,Consumer,65
Furniture,9/10/2020,Corporate,584
Office Supplies,9/10/2020,Consumer,371
Office Supplies,9/10/2020,Corporate,296
Furniture,9/11/2020,Corporate,231
Furniture,9/11/2020,Home Office,10
Office Supplies,9/11/2020,Consumer,209
Office Supplies,9/11/2020,Corporate,1218
Office Supplies,9/11/2020,Home Office,359
Technology,9/11/2020,Corporate,18
Office Supplies,9/12/2020,Consumer,214
Technology,9/12/2020,Consumer,452
Furniture,9/13/2020,Consumer,1834
Furniture,9/13/2020,Corporate,1135
Office Supplies,9/13/2020,Consumer,81
Office Supplies,9/13/2020,Corporate,214
Technology,9/13/2020,Consumer,192
Furniture,9/14/2020,Consumer,794
Furniture,9/14/2020,Corporate,184
Office Supplies,9/14/2020,Consumer,1261
Office Supplies,9/14/2020,Home Office,23
Technology,9/14/2020,Consumer,898
Furniture,9/15/2020,Consumer,1617
Furniture,9/15/2020,Corporate,119
Office Supplies,9/15/2020,Consumer,200
Office Supplies,9/15/2020,Corporate,295
Technology,9/15/2020,Consumer,53
Office Supplies,9/16/2020,Consumer,30
Furniture,9/17/2020,Consumer,9254
Furniture,9/17/2020,Corporate,24
Furniture,9/17/2020,Home Office,372
Office Supplies,9/17/2020,Consumer,430
Office Supplies,9/17/2020,Corporate,31
Office Supplies,9/17/2020,Home Office,28
Technology,9/17/2020,Consumer,994
Furniture,9/18/2020,Corporate,22
Office Supplies,9/18/2020,Consumer,550
Office Supplies,9/18/2020,Corporate,718
Office Supplies,9/18/2020,Home Office,17
Technology,9/18/2020,Corporate,2551
Furniture,9/19/2020,Home Office,118
Office Supplies,9/19/2020,Corporate,21
Office Supplies,9/19/2020,Home Office,7
Technology,9/19/2020,Consumer,274
Technology,9/19/2020,Corporate,67
Office Supplies,9/20/2020,Consumer,1610
Office Supplies,9/20/2020,Corporate,88
Furniture,9/21/2020,Consumer,1622
Furniture,9/21/2020,Corporate,185
Furniture,9/21/2020,Home Office,1144
Office Supplies,9/21/2020,Consumer,1328
Office Supplies,9/21/2020,Corporate,24
Office Supplies,9/21/2020,Home Office,8
Technology,9/21/2020,Consumer,811
Technology,9/21/2020,Corporate,1196
Technology,9/21/2020,Home Office,507
Furniture,9/22/2020,Consumer,223
Furniture,9/22/2020,Home Office,53
Office Supplies,9/22/2020,Consumer,57
Office Supplies,9/22/2020,Corporate,68
Office Supplies,9/22/2020,Home Office,748
Technology,9/22/2020,Consumer,612
Furniture,9/24/2020,Consumer,450
Furniture,9/24/2020,Corporate,13
Furniture,9/24/2020,Home Office,1225
Office Supplies,9/24/2020,Consumer,213
Office Supplies,9/24/2020,Corporate,1060
Office Supplies,9/24/2020,Home Office,17
Technology,9/24/2020,Consumer,51
Technology,9/24/2020,Home Office,715
Furniture,9/25/2020,Consumer,1182
Furniture,9/25/2020,Corporate,292
Office Supplies,9/25/2020,Consumer,259
Office Supplies,9/25/2020,Corporate,33
Office Supplies,9/25/2020,Home Office,12
Technology,9/25/2020,Corporate,1155
Technology,9/25/2020,Home Office,172
Office Supplies,9/26/2020,Consumer,450
Office Supplies,9/26/2020,Corporate,796
Office Supplies,9/26/2020,Home Office,194
Technology,9/26/2020,Consumer,2226
Technology,9/26/2020,Corporate,253
Furniture,9/27/2020,Consumer,27
Office Supplies,9/27/2020,Consumer,146
Office Supplies,9/27/2020,Corporate,150
Office Supplies,9/27/2020,Home Office,175
Technology,9/27/2020,Consumer,2059
Office Supplies,9/28/2020,Consumer,321
Office Supplies,9/28/2020,Corporate,378
Technology,9/28/2020,Consumer,308
Technology,9/28/2020,Corporate,34
Office Supplies,10/1/2020,Consumer,3
Office Supplies,10/1/2020,Corporate,130
Office Supplies,10/1/2020,Home Office,23
Technology,10/1/2020,Consumer,586
Technology,10/1/2020,Home Office,337
Furniture,10/2/2020,Consumer,12
Office Supplies,10/2/2020,Consumer,108
Office Supplies,10/2/2020,Corporate,217
Office Supplies,10/2/2020,Home Office,236
Technology,10/2/2020,Consumer,501
Technology,10/2/2020,Corporate,86
Furniture,10/3/2020,Consumer,141
Office Supplies,10/3/2020,Consumer,34
Office Supplies,10/3/2020,Corporate,13
Technology,10/3/2020,Consumer,66
Furniture,10/4/2020,Corporate,409
Furniture,10/4/2020,Home Office,67
Office Supplies,10/4/2020,Consumer,30
Office Supplies,10/4/2020,Home Office,21
Furniture,10/5/2020,Consumer,390
Office Supplies,10/5/2020,Corporate,67
Office Supplies,10/5/2020,Home Office,68
Technology,10/5/2020,Consumer,297
Furniture,10/8/2020,Consumer,127
Furniture,10/8/2020,Corporate,62
Office Supplies,10/8/2020,Consumer,3
Furniture,10/9/2020,Consumer,421
Office Supplies,10/9/2020,Consumer,409
Office Supplies,10/9/2020,Corporate,81
Technology,10/9/2020,Consumer,613
Technology,10/9/2020,Corporate,701
Furniture,10/10/2020,Corporate,333
Office Supplies,10/10/2020,Consumer,1611
Office Supplies,10/10/2020,Corporate,84
Furniture,10/11/2020,Consumer,977
Office Supplies,10/11/2020,Consumer,20
Technology,10/11/2020,Consumer,30
Furniture,10/12/2020,Consumer,229
Furniture,10/12/2020,Home Office,1464
Office Supplies,10/12/2020,Consumer,82
Office Supplies,10/12/2020,Home Office,66
Technology,10/12/2020,Consumer,388
Technology,10/12/2020,Home Office,62
Furniture,10/13/2020,Consumer,317
Technology,10/13/2020,Consumer,71
Furniture,10/15/2020,Consumer,2654
Office Supplies,10/15/2020,Consumer,5
Office Supplies,10/15/2020,Home Office,9
Technology,10/15/2020,Consumer,277
Technology,10/15/2020,Home Office,296
Technology,10/16/2020,Corporate,734
Office Supplies,10/17/2020,Consumer,86
Furniture,10/18/2020,Consumer,9
Office Supplies,10/18/2020,Consumer,19
Office Supplies,10/18/2020,Home Office,71
Technology,10/18/2020,Consumer,245
Technology,10/18/2020,Home Office,29
Office Supplies,10/19/2020,Consumer,38
Office Supplies,10/19/2020,Corporate,36
Office Supplies,10/19/2020,Home Office,1739
Technology,10/19/2020,Corporate,141
Technology,10/19/2020,Home Office,232
Furniture,10/20/2020,Consumer,387
Furniture,10/20/2020,Corporate,16
Office Supplies,10/20/2020,Consumer,21
Technology,10/20/2020,Corporate,245
Office Supplies,10/22/2020,Consumer,16
Furniture,10/23/2020,Consumer,1313
Office Supplies,10/23/2020,Consumer,139
Office Supplies,10/23/2020,Corporate,3
Technology,10/23/2020,Consumer,762
Furniture,10/24/2020,Corporate,368
Furniture,10/24/2020,Home Office,441
Office Supplies,10/24/2020,Corporate,23
Office Supplies,10/24/2020,Home Office,3
Furniture,10/25/2020,Consumer,243
Furniture,10/25/2020,Corporate,812
Office Supplies,10/25/2020,Consumer,133
Technology,10/25/2020,Corporate,138
Office Supplies,10/26/2020,Corporate,1087
Technology,10/26/2020,Corporate,162
Furniture,10/28/2020,Consumer,57
Office Supplies,10/28/2020,Consumer,49
Office Supplies,10/29/2020,Corporate,234
Furniture,10/30/2020,Corporate,14
Office Supplies,10/30/2020,Consumer,161
Technology,10/30/2020,Corporate,1478
Technology,10/30/2020,Home Office,261
Furniture,10/31/2020,Consumer,749
Office Supplies,10/31/2020,Consumer,660
Office Supplies,10/31/2020,Corporate,436
Office Supplies,10/31/2020,Home Office,76
Technology,10/31/2020,Consumer,1153
Furniture,11/1/2020,Consumer,952
Office Supplies,11/1/2020,Consumer,21
Office Supplies,11/1/2020,Home Office,3
Technology,11/1/2020,Consumer,2025
Technology,11/1/2020,Corporate,4
Technology,11/1/2020,Home Office,30
Furniture,11/2/2020,Consumer,1547
Furniture,11/2/2020,Home Office,2333
Office Supplies,11/2/2020,Consumer,304
Office Supplies,11/2/2020,Corporate,26
Technology,11/2/2020,Consumer,421
Technology,11/2/2020,Corporate,345
Furniture,11/3/2020,Corporate,1449
Furniture,11/3/2020,Home Office,46
Office Supplies,11/3/2020,Corporate,6
Technology,11/3/2020,Home Office,1316
Furniture,11/5/2020,Corporate,186
Office Supplies,11/5/2020,Consumer,597
Office Supplies,11/5/2020,Corporate,23
Office Supplies,11/6/2020,Consumer,13
Furniture,11/7/2020,Consumer,772
Furniture,11/7/2020,Corporate,196
Office Supplies,11/7/2020,Consumer,359
Office Supplies,11/7/2020,Corporate,1306
Technology,11/7/2020,Consumer,245
Furniture,11/8/2020,Consumer,251
Furniture,11/8/2020,Corporate,4549
Office Supplies,11/8/2020,Consumer,546
Office Supplies,11/8/2020,Corporate,145
Office Supplies,11/8/2020,Home Office,5
Technology,11/8/2020,Consumer,598
Technology,11/8/2020,Corporate,5246
Technology,11/8/2020,Home Office,316
Furniture,11/9/2020,Consumer,912
Office Supplies,11/9/2020,Consumer,326
Office Supplies,11/9/2020,Home Office,34
Technology,11/9/2020,Consumer,923
Technology,11/9/2020,Home Office,2299
Furniture,11/10/2020,Home Office,26
Office Supplies,11/10/2020,Consumer,635
Office Supplies,11/10/2020,Corporate,786
Office Supplies,11/10/2020,Home Office,1475
Technology,11/10/2020,Consumer,84
Technology,11/10/2020,Home Office,467
Office Supplies,11/11/2020,Corporate,558
Furniture,11/12/2020,Corporate,677
Office Supplies,11/12/2020,Consumer,15
Office Supplies,11/12/2020,Corporate,352
Technology,11/12/2020,Corporate,92
Furniture,11/13/2020,Consumer,1666
Furniture,11/13/2020,Home Office,63
Office Supplies,11/13/2020,Consumer,552
Technology,11/13/2020,Consumer,826
Technology,11/13/2020,Home Office,296
Furniture,11/14/2020,Consumer,1012
Office Supplies,11/14/2020,Consumer,20
Office Supplies,11/14/2020,Corporate,815
Technology,11/14/2020,Corporate,310
Technology,11/14/2020,Home Office,48
Furniture,11/15/2020,Home Office,40
Office Supplies,11/15/2020,Corporate,709
Furniture,11/16/2020,Corporate,629
Furniture,11/16/2020,Home Office,948
Office Supplies,11/16/2020,Corporate,36
Office Supplies,11/16/2020,Home Office,654
Technology,11/16/2020,Corporate,599
Technology,11/16/2020,Home Office,1010
Furniture,11/17/2020,Consumer,1617
Office Supplies,11/17/2020,Consumer,1605
Technology,11/17/2020,Consumer,408
Furniture,11/19/2020,Home Office,156
Office Supplies,11/19/2020,Consumer,5
Office Supplies,11/19/2020,Corporate,27
Technology,11/19/2020,Consumer,879
Furniture,11/20/2020,Consumer,1126
Furniture,11/20/2020,Corporate,173
Furniture,11/20/2020,Home Office,385
Office Supplies,11/20/2020,Consumer,258
Office Supplies,11/20/2020,Corporate,233
Office Supplies,11/20/2020,Home Office,179
Technology,11/20/2020,Consumer,66
Technology,11/20/2020,Corporate,456
Technology,11/20/2020,Home Office,14
Furniture,11/21/2020,Consumer,1864
Furniture,11/21/2020,Corporate,244
Office Supplies,11/21/2020,Consumer,105
Office Supplies,11/21/2020,Corporate,358
Technology,11/21/2020,Consumer,541
Technology,11/21/2020,Corporate,500
Furniture,11/22/2020,Home Office,213
Office Supplies,11/22/2020,Consumer,171
Office Supplies,11/22/2020,Home Office,144
Technology,11/22/2020,Consumer,34
Technology,11/22/2020,Home Office,27
Office Supplies,11/23/2020,Consumer,2342
Office Supplies,11/23/2020,Corporate,336
Technology,11/23/2020,Consumer,320
Furniture,11/24/2020,Consumer,85
Office Supplies,11/24/2020,Consumer,1181
Technology,11/24/2020,Consumer,12
Office Supplies,11/25/2020,Consumer,14
Furniture,11/26/2020,Corporate,762
Office Supplies,11/26/2020,Corporate,178
Technology,11/26/2020,Corporate,654
Furniture,11/27/2020,Consumer,725
Furniture,11/27/2020,Home Office,604
Office Supplies,11/27/2020,Consumer,30
Office Supplies,11/27/2020,Home Office,371
Technology,11/27/2020,Consumer,89
Technology,11/27/2020,Corporate,202
Technology,11/27/2020,Home Office,1094
Furniture,11/28/2020,Consumer,562
Furniture,11/28/2020,Corporate,78
Office Supplies,11/28/2020,Consumer,334
Office Supplies,11/28/2020,Corporate,206
Office Supplies,11/28/2020,Home Office,8
Technology,11/28/2020,Corporate,641
Furniture,11/29/2020,Corporate,1493
Office Supplies,11/29/2020,Consumer,9
Office Supplies,11/29/2020,Corporate,1260
Office Supplies,11/29/2020,Home Office,56
Technology,11/29/2020,Consumer,18
Furniture,11/30/2020,Consumer,1076
Furniture,11/30/2020,Corporate,17
Office Supplies,11/30/2020,Consumer,279
Office Supplies,11/30/2020,Home Office,79
Technology,11/30/2020,Consumer,297
Furniture,12/1/2020,Consumer,7
Furniture,12/1/2020,Home Office,5803
Office Supplies,12/1/2020,Consumer,58
Office Supplies,12/1/2020,Corporate,112
Office Supplies,12/1/2020,Home Office,307
Furniture,12/3/2020,Consumer,407
Furniture,12/3/2020,Corporate,3
Office Supplies,12/3/2020,Consumer,100
Office Supplies,12/3/2020,Corporate,537
Office Supplies,12/3/2020,Home Office,216
Technology,12/3/2020,Consumer,111
Technology,12/3/2020,Corporate,516
Technology,12/3/2020,Home Office,38
Furniture,12/4/2020,Consumer,1117
Furniture,12/4/2020,Corporate,35
Office Supplies,12/4/2020,Consumer,1678
Office Supplies,12/4/2020,Corporate,386
Technology,12/4/2020,Consumer,1858
Technology,12/4/2020,Corporate,121
Furniture,12/5/2020,Consumer,142
Furniture,12/5/2020,Corporate,148
Office Supplies,12/5/2020,Consumer,328
Office Supplies,12/5/2020,Corporate,13
Office Supplies,12/5/2020,Home Office,162
Technology,12/5/2020,Consumer,42
Technology,12/5/2020,Corporate,41
Furniture,12/6/2020,Consumer,395
Office Supplies,12/6/2020,Consumer,2221
Office Supplies,12/6/2020,Corporate,9
Office Supplies,12/6/2020,Home Office,46
Technology,12/6/2020,Consumer,2274
Technology,12/6/2020,Home Office,1050
Furniture,12/7/2020,Consumer,367
Office Supplies,12/7/2020,Consumer,182
Office Supplies,12/7/2020,Corporate,12
Technology,12/7/2020,Consumer,689
Office Supplies,12/8/2020,Corporate,226
Office Supplies,12/8/2020,Home Office,332
Technology,12/8/2020,Corporate,236
Technology,12/8/2020,Home Office,1857
Office Supplies,12/9/2020,Corporate,36
Furniture,12/10/2020,Corporate,1691
Office Supplies,12/10/2020,Consumer,74
Office Supplies,12/10/2020,Corporate,98
Office Supplies,12/10/2020,Home Office,278
Technology,12/10/2020,Consumer,133
Technology,12/10/2020,Corporate,147
Technology,12/10/2020,Home Office,872
Furniture,12/11/2020,Consumer,564
Office Supplies,12/11/2020,Consumer,449
Office Supplies,12/11/2020,Home Office,114
Technology,12/11/2020,Consumer,566
Furniture,12/12/2020,Consumer,438
Office Supplies,12/12/2020,Consumer,447
Office Supplies,12/12/2020,Corporate,111
Technology,12/12/2020,Consumer,322
Office Supplies,12/13/2020,Consumer,34
Office Supplies,12/13/2020,Corporate,144
Office Supplies,12/13/2020,Home Office,62
Technology,12/13/2020,Consumer,709
Furniture,12/14/2020,Consumer,26
Furniture,12/14/2020,Corporate,274
Furniture,12/14/2020,Home Office,14
Office Supplies,12/14/2020,Consumer,8
Office Supplies,12/14/2020,Corporate,144
Technology,12/14/2020,Consumer,363
Furniture,12/15/2020,Consumer,239
Office Supplies,12/15/2020,Consumer,157
Office Supplies,12/15/2020,Home Office,3
Technology,12/15/2020,Consumer,4151
Technology,12/15/2020,Corporate,222
Office Supplies,12/16/2020,Consumer,5
Furniture,12/17/2020,Consumer,1358
Office Supplies,12/17/2020,Consumer,553
Technology,12/17/2020,Consumer,139
Furniture,12/18/2020,Corporate,19
Office Supplies,12/18/2020,Consumer,711
Office Supplies,12/18/2020,Corporate,72
Office Supplies,12/18/2020,Home Office,20
Technology,12/18/2020,Consumer,155
Furniture,12/19/2020,Home Office,948
Office Supplies,12/19/2020,Consumer,544
Office Supplies,12/19/2020,Corporate,135
Office Supplies,12/19/2020,Home Office,26
Technology,12/19/2020,Consumer,1827
Technology,12/19/2020,Home Office,2048
Furniture,12/20/2020,Consumer,347
Office Supplies,12/20/2020,Consumer,129
Office Supplies,12/20/2020,Corporate,60
Office Supplies,12/20/2020,Home Office,13
Technology,12/20/2020,Consumer,449
Technology,12/20/2020,Home Office,96
Furniture,12/21/2020,Consumer,1651
Furniture,12/21/2020,Home Office,51
Office Supplies,12/21/2020,Consumer,26
Office Supplies,12/21/2020,Corporate,58
Office Supplies,12/21/2020,Home Office,54
Technology,12/21/2020,Consumer,185
Technology,12/21/2020,Home Office,1151
Furniture,12/22/2020,Corporate,406
Office Supplies,12/22/2020,Corporate,34
Office Supplies,12/22/2020,Home Office,19
Office Supplies,12/23/2020,Consumer,185
Furniture,12/24/2020,Consumer,704
Furniture,12/24/2020,Corporate,885
Office Supplies,12/24/2020,Consumer,233
Office Supplies,12/24/2020,Corporate,176
Technology,12/24/2020,Consumer,592
Technology,12/24/2020,Corporate,4655
Furniture,12/25/2020,Consumer,696
Furniture,12/25/2020,Corporate,630
Office Supplies,12/25/2020,Consumer,229
Office Supplies,12/25/2020,Corporate,18
Office Supplies,12/25/2020,Home Office,455
Technology,12/25/2020,Consumer,2207
Technology,12/25/2020,Corporate,73
Furniture,12/26/2020,Consumer,57
Furniture,12/26/2020,Home Office,245
Office Supplies,12/26/2020,Consumer,230
Furniture,12/27/2020,Corporate,1525
Furniture,12/27/2020,Home Office,685
Office Supplies,12/27/2020,Consumer,447
Office Supplies,12/27/2020,Corporate,369
Office Supplies,12/27/2020,Home Office,547
Technology,12/27/2020,Consumer,228
Technology,12/27/2020,Corporate,754
Technology,12/27/2020,Home Office,405
Office Supplies,12/28/2020,Consumer,27
Technology,12/28/2020,Consumer,60
Office Supplies,12/29/2020,Consumer,7
Office Supplies,12/30/2020,Consumer,369
Technology,12/30/2020,Consumer,2922
Furniture,12/31/2020,Consumer,13
Office Supplies,12/31/2020,Consumer,569
Office Supplies,12/31/2020,Corporate,613
Furniture,1/2/2021,Corporate,148
Technology,1/2/2021,Corporate,213
Furniture,1/3/2021,Corporate,1752
Office Supplies,1/3/2021,Consumer,114
Office Supplies,1/3/2021,Corporate,10
Technology,1/3/2021,Corporate,392
Office Supplies,1/4/2021,Corporate,105
Technology,1/4/2021,Corporate,1008
Office Supplies,1/5/2021,Corporate,5
Technology,1/5/2021,Corporate,276
Furniture,1/7/2021,Consumer,21
Office Supplies,1/7/2021,Consumer,22
Office Supplies,1/7/2021,Home Office,36
Furniture,1/8/2021,Corporate,1472
Office Supplies,1/8/2021,Consumer,75
Office Supplies,1/8/2021,Corporate,116
Technology,1/8/2021,Consumer,95
Furniture,1/9/2021,Corporate,17
Technology,1/9/2021,Corporate,633
Furniture,1/10/2021,Consumer,23
Furniture,1/10/2021,Corporate,68
Technology,1/10/2021,Corporate,69
Furniture,1/11/2021,Home Office,48
Office Supplies,1/11/2021,Home Office,79
Technology,1/11/2021,Home Office,15
Furniture,1/14/2021,Consumer,328
Office Supplies,1/14/2021,Consumer,82
Furniture,1/15/2021,Consumer,169
Office Supplies,1/15/2021,Consumer,131
Office Supplies,1/15/2021,Home Office,122
Technology,1/15/2021,Home Office,250
Office Supplies,1/16/2021,Consumer,12
Technology,1/16/2021,Consumer,83
Furniture,1/17/2021,Home Office,306
Technology,1/17/2021,Corporate,316
Technology,1/17/2021,Home Office,418
Furniture,1/21/2021,Consumer,1202
Furniture,1/22/2021,Consumer,489
Furniture,1/22/2021,Corporate,108
Office Supplies,1/22/2021,Consumer,179
Technology,1/22/2021,Home Office,171
Furniture,1/23/2021,Consumer,59
Office Supplies,1/23/2021,Corporate,1525
Technology,1/23/2021,Corporate,100
Office Supplies,1/24/2021,Corporate,31
Furniture,1/25/2021,Corporate,370
Office Supplies,1/25/2021,Corporate,479
Office Supplies,1/28/2021,Corporate,43
Furniture,1/30/2021,Consumer,943
Office Supplies,1/30/2021,Consumer,377
Office Supplies,1/30/2021,Corporate,136
Technology,1/30/2021,Consumer,1310
Office Supplies,1/31/2021,Consumer,17
Office Supplies,1/31/2021,Corporate,21
Office Supplies,1/31/2021,Home Office,1526
Technology,1/31/2021,Home Office,106
Office Supplies,2/1/2021,Corporate,152
Furniture,2/2/2021,Consumer,20
Furniture,2/2/2021,Corporate,68
Office Supplies,2/2/2021,Consumer,131
Technology,2/2/2021,Consumer,9625
Furniture,2/3/2021,Consumer,780
Furniture,2/4/2021,Consumer,14
Office Supplies,2/4/2021,Corporate,97
Technology,2/4/2021,Consumer,89
Furniture,2/5/2021,Consumer,602
Furniture,2/5/2021,Home Office,274
Office Supplies,2/5/2021,Consumer,203
Office Supplies,2/5/2021,Home Office,1043
Technology,2/5/2021,Consumer,150
Technology,2/5/2021,Home Office,519
Furniture,2/6/2021,Corporate,135
Office Supplies,2/7/2021,Consumer,36
Technology,2/7/2021,Consumer,102
Technology,2/7/2021,Corporate,636
Furniture,2/8/2021,Corporate,234
Technology,2/8/2021,Home Office,1004
Technology,2/9/2021,Corporate,116
Technology,2/11/2021,Corporate,68
Office Supplies,2/12/2021,Consumer,1462
Office Supplies,2/13/2021,Home Office,135
Furniture,2/14/2021,Consumer,611
Office Supplies,2/14/2021,Consumer,258
Office Supplies,2/15/2021,Consumer,431
Furniture,2/16/2021,Consumer,803
Furniture,2/16/2021,Corporate,69
Office Supplies,2/16/2021,Consumer,6
Office Supplies,2/16/2021,Corporate,101
Technology,2/16/2021,Consumer,79
Furniture,2/19/2021,Consumer,41
Office Supplies,2/19/2021,Consumer,345
Office Supplies,2/19/2021,Corporate,35
Office Supplies,2/20/2021,Consumer,14
Furniture,2/21/2021,Corporate,190
Office Supplies,2/21/2021,Corporate,795
Office Supplies,2/21/2021,Home Office,410
Technology,2/21/2021,Corporate,56
Office Supplies,2/22/2021,Consumer,11
Office Supplies,2/22/2021,Home Office,427
Technology,2/22/2021,Consumer,511
Office Supplies,2/23/2021,Corporate,62
Office Supplies,2/25/2021,Consumer,49
Furniture,2/27/2021,Consumer,16
Office Supplies,2/27/2021,Consumer,225
Office Supplies,2/28/2021,Corporate,34
Office Supplies,2/28/2021,Consumer,106
